UTemporal,estacion0,estacion1,estacion2,estacion3,estacion4,estacion5,estacion6,estacion7,estacion8,estacion9,estacion10,estacion11,estacion12,estacion13,estacion14,estacion15,estacion16,estacion17,estacion18,estacion19,estacion20,estacion21,estacion22,estacion23,estacion24,estacion25,estacion26,estacion27,estacion28,estacion29,estacion30,estacion31,estacion32,estacion33,estacion34,estacion35,estacion36,estacion37,estacion38,estacion39,estacion40,estacion41,estacion42,estacion43,estacion44,estacion45,estacion46,estacion47,estacion48,estacion49,estacion50,estacion51,estacion52,estacion53,estacion54,estacion55,estacion56,estacion57,estacion58,estacion59,estacion60,estacion61,estacion62,estacion63,estacion64,estacion65,estacion66,estacion67,estacion68,estacion69,estacion70,estacion71,estacion72,estacion73,estacion74,estacion75,estacion76,estacion77,estacion78,estacion79,estacion80,estacion81,estacion82,estacion83,estacion84,estacion85,estacion86,estacion87,estacion88,estacion89,estacion90,estacion91,estacion92,estacion93,estacion94,estacion95,estacion96,estacion97,estacion98,estacion99,estacion100,estacion101,estacion102,estacion103,estacion104,estacion105,estacion106,estacion107,estacion108,estacion109,estacion110,estacion111,estacion112,estacion113,estacion114,estacion115,estacion116,estacion117,estacion118,estacion119,estacion120,estacion121,estacion122,estacion123,estacion124,estacion125,estacion126,estacion127,estacion128,estacion129,estacion130,estacion131,estacion132,estacion133,estacion134,estacion135,estacion136,estacion137,estacion138,estacion139,estacion140,estacion141,estacion142,estacion143,estacion144,estacion145,estacion146,estacion147,estacion148,estacion149,estacion150,estacion151,estacion152,estacion153,estacion154,estacion155,estacion156,estacion157,estacion158,estacion159,estacion160,estacion161,estacion162,estacion163,estacion164,estacion165,estacion166,estacion167,estacion168,estacion169,estacion170,estacion171,estacion172,estacion173,estacion174,estacion175,estacion176,estacion177,estacion178,estacion179,estacion180,estacion181,estacion182,estacion183,estacion184,estacion185,estacion186,estacion187,estacion188,estacion189,estacion190,estacion191,estacion192,estacion193,estacion194,estacion195,estacion196,estacion197,estacion198,estacion199,estacion200,estacion201,estacion202,estacion203,estacion204,estacion205,estacion206,estacion207,estacion208,estacion209,estacion210,estacion211,estacion212,estacion213,estacion214,estacion215,estacion216,estacion217,estacion218,estacion219,estacion220,estacion221,estacion222,estacion223,estacion224,estacion225,estacion226,estacion227,estacion228,estacion229,estacion230,estacion231,estacion232,estacion233,estacion234,estacion235,estacion236,estacion237,estacion238,estacion239,estacion240,estacion241,estacion242,estacion243,estacion244,estacion245,estacion246,estacion247,estacion248,estacion249,estacion250,estacion251,estacion252,estacion253,estacion254,estacion255,estacion256,estacion257,estacion258,estacion259
13,29,6,57,30,55,11,36,0,33,4,2,20,26,12,35,9,22,0,3,7,13,16,16,21,19,6,80,24,32,2,14,29,21,35,7,6,72,15,26,21,36,43,14,31,19,21,17,53,39,33,30,34,24,33,22,12,16,48,26,42,29,32,3,23,47,7,1,38,16,2,0,25,23,3,45,95,6,0,23,5,10,46,39,32,49,4,58,2,5,55,23,52,22,9,71,26,9,42,22,12,51,3,49,48,28,55,26,19,23,20,16,5,49,12,10,44,25,6,11,6,52,15,30,0,21,41,27,27,14,28,30,40,39,12,6,25,9,32,16,0,37,50,22,20,26,48,22,3,0,16,6,42,40,5,15,31,13,18,27,29,26,31,36,55,20,39,33,32,16,12,24,23,20,7,14,29,38,12,34,25,19,21,20,47,11,15,38,26,42,32,9,5,2,28,24,2,16,14,35,13,28,13,33,3,16,34,24,22,17,21,14,17,1,33,14,1,20,4,38,29,23,24,44,22,49,20,5,15,28,16,23,47,4,41,8,32,54,23,5,11,38,29,18,18,40,49,7,18,22,23,31,37,32,17,24,39,16,21,38,3
14,35,28,65,32,78,10,64,1,49,5,1,38,53,16,42,10,40,3,11,25,34,34,34,21,55,5,103,55,50,16,50,28,31,5,8,12,62,45,57,30,73,53,25,62,35,27,27,44,45,39,66,84,32,50,29,33,12,56,63,58,31,27,7,32,66,4,2,54,29,0,3,26,22,9,63,74,17,1,31,15,24,72,68,36,54,18,59,12,25,56,28,51,23,27,84,64,25,54,29,16,52,7,56,53,41,48,46,26,41,27,28,13,38,26,23,52,51,6,32,10,52,22,43,0,23,81,34,68,24,26,54,61,71,25,10,36,16,49,35,2,57,66,24,19,32,48,34,6,0,4,20,59,42,23,13,44,17,31,48,53,41,56,57,57,33,46,59,36,36,20,46,49,54,5,29,44,58,28,52,41,24,46,32,44,16,16,35,41,62,53,44,9,2,38,66,3,32,20,49,23,21,21,46,0,27,42,32,54,33,32,24,26,2,46,25,4,37,14,48,58,24,29,49,47,42,37,67,31,26,21,32,51,12,50,0,60,59,51,15,27,35,52,32,43,48,57,9,31,29,48,60,64,32,26,53,47,19,31,43,22
15,47,36,57,41,85,24,51,2,34,5,7,25,36,19,38,9,42,3,6,24,30,46,24,16,33,14,120,41,32,6,35,38,31,50,9,10,44,46,51,24,59,46,26,72,36,27,44,46,52,39,74,69,33,54,43,24,14,72,66,69,42,50,8,45,75,10,1,69,25,1,9,35,25,10,50,61,16,3,34,10,19,84,50,44,59,35,50,5,17,61,26,59,21,19,76,92,21,59,21,26,53,20,68,65,41,49,42,19,36,25,31,14,57,26,13,59,47,6,24,8,62,25,36,0,15,104,29,63,29,19,42,47,58,23,12,32,20,57,39,4,47,56,32,17,34,45,36,8,0,6,22,68,40,26,17,49,22,28,48,33,35,48,52,52,19,48,54,45,8,16,38,37,47,1,33,34,39,31,55,26,41,27,39,44,9,27,8,52,56,48,41,10,6,46,49,6,31,21,59,29,33,13,58,2,26,49,31,32,25,27,28,26,1,42,30,8,28,8,46,65,27,27,47,41,44,37,73,38,44,22,31,61,6,59,7,47,69,51,19,33,48,48,43,26,30,48,11,30,33,43,50,51,43,18,40,54,21,41,40,10
16,40,19,68,32,72,22,66,0,40,1,5,35,48,19,41,8,35,2,10,31,23,48,24,20,34,13,86,53,35,3,31,27,26,49,16,17,64,38,39,23,71,64,21,64,40,25,32,49,43,44,73,73,41,37,41,31,12,62,47,92,33,37,8,49,62,4,0,61,26,2,3,29,35,5,69,74,21,4,43,12,19,75,67,77,69,28,51,3,21,56,31,46,23,22,63,58,18,61,31,18,51,8,87,72,51,75,41,22,46,32,34,19,52,21,16,60,49,1,21,2,63,19,39,0,28,115,42,56,28,32,55,55,65,21,24,36,18,61,46,5,65,81,20,24,27,47,42,9,0,6,18,55,46,25,14,47,17,26,55,40,45,50,56,64,22,53,58,50,21,5,38,49,48,2,24,42,38,35,59,29,39,26,28,48,3,28,0,40,68,59,31,13,4,50,49,1,32,23,70,24,34,12,56,0,27,53,33,38,25,27,23,23,1,48,22,2,33,6,43,55,30,36,41,72,39,44,82,36,45,24,28,59,11,68,21,66,68,46,9,36,32,53,28,19,17,43,14,37,35,46,56,54,39,21,51,53,29,32,37,12
17,39,46,69,49,72,20,56,1,43,10,10,29,40,17,46,10,30,2,5,21,27,33,31,12,29,7,92,43,28,19,38,43,30,42,25,22,62,38,45,24,70,66,26,61,44,22,28,50,58,45,75,81,32,28,26,26,21,63,48,65,31,36,7,42,63,20,1,53,20,1,4,40,21,5,66,78,27,0,34,11,18,89,58,57,58,19,57,1,21,69,30,48,23,20,59,52,17,61,27,12,58,10,70,69,39,66,36,21,50,40,43,12,57,17,16,53,55,9,20,10,72,19,34,0,45,106,30,46,34,37,45,59,57,22,10,31,18,48,42,6,62,66,30,22,22,54,41,5,0,7,21,76,37,24,16,39,23,41,45,50,34,53,61,89,49,49,53,24,28,11,43,54,49,1,22,44,46,35,71,30,45,27,28,64,15,19,19,52,65,63,44,10,3,60,48,2,28,27,37,39,24,9,57,1,21,40,41,33,28,24,27,20,3,50,19,2,26,12,45,57,23,49,57,62,39,49,69,37,34,36,35,67,10,57,6,64,75,45,15,47,34,48,34,35,42,53,26,28,40,48,74,68,46,19,44,56,24,25,45,8
18,40,33,62,27,105,12,38,1,33,22,4,35,48,15,46,10,32,2,5,14,12,40,30,15,36,16,91,34,41,11,44,20,30,23,8,9,69,27,41,28,65,57,18,51,32,28,34,55,51,35,77,55,41,54,25,26,14,47,52,54,34,61,5,37,71,3,0,46,18,0,3,41,18,2,65,77,19,0,45,12,15,52,44,42,49,16,52,4,23,56,22,67,16,17,70,42,19,57,33,14,45,12,81,83,26,58,31,29,56,27,24,12,38,16,16,48,40,1,12,3,58,11,37,0,42,47,27,25,27,34,46,47,51,27,8,39,18,51,17,4,65,51,14,21,36,58,41,3,0,3,26,67,43,16,12,47,9,28,40,23,40,61,48,88,37,40,55,41,37,17,49,12,23,1,35,35,46,28,51,38,25,38,23,46,11,17,41,40,53,45,49,5,5,41,40,4,25,27,59,21,25,8,39,2,26,42,44,29,23,33,34,20,1,50,16,1,30,5,52,51,29,47,34,46,47,49,59,27,6,30,29,51,10,50,9,68,72,33,13,53,34,45,21,27,44,41,53,41,39,48,42,56,34,17,18,61,18,25,61,20
19,32,20,57,31,46,18,27,1,21,18,2,18,50,4,38,12,21,1,3,12,5,9,21,28,29,7,58,31,36,2,24,25,22,21,14,23,49,18,39,21,38,46,19,36,22,25,25,32,33,37,55,33,31,22,8,21,8,56,41,51,23,38,5,20,55,2,0,39,15,1,0,27,10,1,39,60,5,0,33,17,16,57,60,30,51,20,54,0,15,40,25,72,13,12,66,30,12,44,17,10,37,11,61,55,20,33,28,22,41,13,18,9,36,14,6,29,33,0,7,0,52,2,42,0,24,19,21,3,22,24,34,52,36,14,11,25,16,31,7,0,48,46,9,16,24,41,26,2,0,3,15,39,25,11,15,28,23,31,31,1,25,29,29,59,27,41,37,28,19,8,22,0,13,0,17,23,39,17,40,25,9,31,14,50,5,21,36,39,39,33,29,5,0,28,37,3,15,16,42,20,15,3,51,2,17,29,30,14,25,30,10,16,2,37,13,1,18,4,44,19,13,30,23,23,42,31,30,12,13,14,23,37,3,35,5,40,68,32,7,18,23,43,12,17,23,26,41,23,28,33,28,32,30,12,12,56,18,15,46,14
20,29,16,63,30,42,15,33,3,25,27,3,22,28,15,34,5,33,3,5,18,17,22,18,22,25,8,61,32,47,4,27,23,23,16,15,18,67,18,49,16,51,40,20,57,38,32,23,51,26,33,60,42,30,38,18,20,14,53,27,55,30,22,2,30,52,1,0,41,18,4,2,23,9,3,60,46,12,0,23,8,25,64,49,36,54,11,43,1,21,46,24,63,21,10,67,50,20,39,19,9,48,11,59,63,36,45,29,27,38,20,18,5,33,13,11,41,36,4,21,10,62,11,42,0,32,67,30,32,23,24,34,47,53,20,6,29,13,56,14,0,51,49,14,13,22,41,23,7,0,2,10,42,41,18,12,52,17,31,29,15,38,44,34,66,20,43,56,32,26,12,24,28,31,4,30,35,38,20,38,29,24,35,14,44,9,14,28,38,36,40,39,5,1,46,35,2,23,20,32,29,25,8,35,2,20,43,31,34,20,8,23,20,2,27,20,3,31,5,40,35,27,23,30,45,37,40,57,32,16,18,25,54,4,39,6,43,51,23,4,32,41,42,19,17,22,33,39,28,24,33,57,27,29,19,22,47,12,19,44,22
21,43,21,52,30,70,16,59,0,43,37,3,31,43,17,44,11,43,7,9,19,34,24,22,14,21,14,102,30,35,5,34,30,35,38,11,14,36,30,54,25,67,53,22,67,25,25,27,39,33,47,58,61,48,45,19,27,6,57,35,64,28,44,7,58,53,6,0,48,19,2,2,32,31,9,75,52,15,1,23,14,21,69,63,44,53,22,39,5,16,54,28,42,16,21,65,57,15,55,29,11,42,13,85,61,26,68,33,14,29,24,16,16,55,41,14,46,44,2,24,9,48,27,42,0,30,84,33,42,24,28,50,44,49,18,24,35,18,50,37,4,44,66,15,19,19,57,46,9,0,4,9,37,31,27,20,41,17,30,39,37,44,48,39,71,20,44,32,36,23,13,40,36,55,5,32,34,59,42,50,35,39,26,35,36,18,17,52,39,32,42,35,3,5,42,44,2,32,22,45,30,33,13,39,3,24,35,27,28,19,23,23,20,0,48,27,3,41,4,36,76,30,34,52,59,41,36,53,24,29,26,35,46,7,39,18,56,62,30,10,53,32,53,33,16,32,25,31,40,25,31,52,32,25,20,49,39,19,22,43,8
22,41,43,65,44,96,21,61,1,41,53,7,33,55,20,38,9,34,3,12,28,32,42,25,20,44,11,113,53,42,13,36,28,29,39,12,10,71,33,55,24,85,66,29,63,34,9,44,62,52,61,84,96,42,55,27,23,13,66,39,64,37,44,8,49,63,8,0,55,23,2,6,24,20,6,77,63,21,2,31,17,23,87,79,40,48,12,57,10,30,56,20,52,36,17,70,90,25,51,33,15,44,17,82,72,55,58,40,34,50,33,29,15,53,21,14,51,55,3,30,16,68,26,43,2,37,124,25,66,38,39,67,60,57,24,20,30,17,76,55,3,68,52,18,14,29,64,41,9,0,20,16,45,46,31,19,60,18,21,48,45,48,39,68,93,46,42,45,46,28,16,41,34,57,6,35,41,49,44,46,25,22,36,42,50,21,23,55,41,64,50,42,4,14,50,52,2,30,28,61,28,25,15,55,3,23,42,44,46,29,25,40,19,0,45,17,5,35,9,51,68,26,47,50,58,45,43,97,49,31,27,36,57,10,72,12,63,77,46,7,38,42,55,35,33,28,54,38,35,28,56,48,64,38,21,59,47,22,34,50,12
23,46,43,78,35,81,21,41,0,33,37,5,33,56,19,45,9,46,3,9,24,33,40,38,20,34,15,114,50,47,3,34,25,38,59,16,21,60,40,54,26,60,63,32,62,43,19,43,62,67,51,78,79,41,63,32,26,15,57,54,64,33,46,4,37,64,17,1,55,21,2,2,31,23,16,72,87,17,0,36,24,13,70,68,50,63,15,64,10,17,61,25,50,21,13,74,93,21,60,38,18,64,16,79,73,51,63,32,31,37,32,33,9,59,23,9,71,38,2,21,21,71,8,35,2,32,91,29,54,23,30,49,67,63,35,21,28,24,41,43,5,51,66,28,24,31,52,40,8,0,2,18,56,51,26,16,56,18,25,46,29,44,46,53,86,24,49,56,35,27,16,40,26,53,6,36,34,59,36,57,31,36,33,32,37,14,26,40,36,69,43,47,4,6,51,54,2,30,17,42,35,40,15,62,1,24,46,32,39,22,30,35,25,3,20,19,3,39,8,45,56,31,54,49,55,48,51,92,51,44,25,25,62,6,65,7,67,67,46,10,56,44,53,29,24,49,52,44,42,24,46,50,62,56,21,56,57,14,35,53,12
24,35,41,68,34,89,28,67,0,50,26,10,29,57,20,43,13,35,2,6,25,35,46,29,22,30,13,110,49,45,6,39,22,28,43,9,16,59,29,46,34,64,51,27,72,45,21,39,50,52,44,69,66,37,50,23,31,26,54,58,80,54,48,8,53,71,11,0,53,22,0,4,31,23,3,64,63,11,10,40,24,10,106,59,34,52,16,65,1,24,75,29,58,32,15,76,66,25,56,35,23,58,11,77,77,47,60,29,22,46,35,26,10,46,21,17,50,39,2,32,19,56,28,39,0,29,66,24,42,28,32,43,56,53,19,14,35,17,55,36,4,56,61,27,24,36,71,39,11,0,1,19,54,50,21,21,58,15,24,40,36,47,53,59,101,47,41,60,40,30,20,39,42,49,5,37,40,49,36,50,33,24,43,35,16,15,27,43,61,65,44,39,3,3,42,58,3,31,32,48,24,27,15,59,3,22,31,35,44,22,29,27,19,1,37,24,3,35,15,54,73,32,48,42,56,44,47,85,34,42,42,29,59,7,58,12,64,84,44,16,22,29,38,36,26,37,41,40,35,33,57,57,48,45,24,44,58,14,41,47,13
25,45,37,65,36,69,15,52,0,38,37,5,20,39,32,41,17,30,1,5,23,15,30,29,16,22,7,101,34,41,7,31,24,23,20,11,17,57,18,47,30,53,54,26,52,35,27,32,53,39,33,77,54,40,51,13,21,17,54,43,66,33,36,4,35,67,9,1,57,26,1,4,42,17,6,56,71,12,0,37,12,21,51,63,28,56,13,57,2,23,62,35,41,25,17,71,39,14,43,27,13,52,11,79,65,42,54,31,16,38,16,29,7,38,21,14,37,40,2,17,6,69,8,31,0,32,33,24,27,19,26,53,43,53,34,17,36,12,50,21,1,48,63,20,26,33,44,30,9,0,3,12,42,34,14,17,42,11,22,39,47,44,40,43,78,47,37,42,26,11,19,18,28,29,4,36,33,49,22,40,24,22,38,25,31,16,23,44,55,57,34,55,5,1,36,50,5,30,21,54,23,35,9,49,4,16,33,33,28,16,20,26,18,3,54,22,3,26,2,57,46,25,32,47,31,42,38,57,27,34,21,30,50,8,66,7,51,64,34,16,22,43,48,22,13,34,39,51,33,31,29,32,48,37,18,26,46,19,33,50,13
26,33,13,67,19,47,14,19,0,21,21,5,24,38,17,39,15,26,1,0,18,6,7,18,18,33,12,52,25,28,3,20,17,15,20,8,13,36,15,37,11,36,39,20,41,28,14,21,44,35,41,60,33,32,40,5,15,12,47,23,45,22,42,4,15,35,2,0,36,15,4,3,21,9,2,39,54,6,1,35,9,16,54,49,25,54,8,39,2,17,42,21,68,17,5,50,21,10,35,23,10,26,11,59,51,29,46,23,18,44,19,25,4,38,12,9,42,39,3,15,0,61,1,37,1,28,9,20,3,19,14,31,40,57,13,10,24,5,32,18,0,38,36,11,23,24,39,27,5,0,5,10,28,23,8,9,34,12,23,39,39,27,30,30,75,22,38,21,36,11,17,13,22,12,5,16,26,39,19,43,23,12,44,21,39,1,18,23,44,30,24,50,7,4,26,35,2,13,15,33,14,23,2,50,0,8,22,24,18,15,19,26,14,1,30,12,2,19,4,30,24,22,35,31,20,30,36,32,26,22,21,20,37,2,44,3,26,69,29,11,11,21,29,7,9,25,26,28,20,36,26,21,36,30,17,7,39,24,20,30,11
27,28,8,70,37,63,11,39,1,22,25,4,18,46,19,36,13,22,2,2,13,7,16,16,18,41,11,68,34,29,8,28,20,18,22,11,14,44,20,50,15,40,45,20,45,30,23,22,46,36,40,66,42,31,44,8,14,10,49,29,39,27,38,4,28,65,3,1,44,20,1,3,25,20,3,40,69,5,1,36,7,12,51,45,26,44,12,31,3,20,43,18,44,31,16,62,33,18,52,27,15,43,15,58,50,28,43,23,16,35,18,23,13,36,10,14,44,31,3,14,1,59,6,35,0,26,19,25,16,32,17,30,36,52,19,15,26,9,24,11,0,41,42,23,25,13,37,18,6,0,5,11,29,41,11,21,41,11,24,38,40,34,50,28,74,18,41,34,34,12,12,25,24,7,1,17,27,37,19,33,18,27,34,16,45,9,11,25,44,46,25,37,1,0,25,37,4,18,21,52,11,21,5,43,1,12,41,28,17,24,18,20,16,0,30,21,2,18,4,40,35,18,43,19,35,42,37,29,17,31,17,28,52,3,43,5,35,78,37,6,26,28,38,17,16,24,32,58,15,31,39,53,25,26,23,10,34,9,19,31,5
28,33,12,68,31,53,17,34,0,46,18,9,28,37,14,49,32,36,5,7,19,31,25,28,19,38,13,61,46,54,12,37,27,28,37,8,18,39,21,55,25,49,39,22,74,36,19,23,37,33,40,83,63,31,52,22,23,20,53,39,49,30,44,5,32,65,7,0,46,25,0,3,36,28,4,57,62,14,3,25,11,20,63,46,57,68,22,53,3,23,51,19,52,29,13,87,26,12,47,34,25,68,21,69,45,39,58,24,26,43,22,32,11,44,21,16,53,37,1,14,4,58,5,47,0,23,24,24,32,41,30,72,41,72,23,10,34,12,38,33,3,35,76,21,22,29,55,35,12,0,5,20,52,46,19,17,42,4,21,50,31,30,59,56,112,20,40,48,36,29,31,34,35,14,4,43,37,43,27,35,23,28,42,35,55,7,21,32,48,57,44,32,4,3,24,41,3,24,30,47,23,34,16,62,0,12,45,32,25,12,30,36,31,1,32,26,2,27,6,48,47,28,47,42,48,43,39,56,23,32,39,40,59,3,48,3,54,65,31,7,39,33,44,30,19,28,40,51,17,32,33,59,36,49,14,6,42,11,28,47,23
29,38,19,76,23,59,19,39,0,37,34,4,22,42,13,42,14,44,4,8,23,19,22,25,15,26,16,81,42,42,9,42,21,20,27,9,15,23,18,33,23,46,51,23,50,20,16,30,45,49,33,70,43,28,44,13,32,16,57,39,53,34,29,6,36,64,6,2,51,34,8,7,32,14,3,36,66,15,0,30,9,15,62,57,42,58,21,36,9,21,45,34,44,27,10,79,21,9,47,25,14,63,19,61,67,39,55,36,24,45,18,32,16,38,20,17,47,42,1,24,0,85,5,34,1,15,17,45,21,31,34,46,49,53,17,13,36,18,45,17,2,44,59,16,24,20,53,42,13,0,5,12,56,54,21,19,43,14,31,31,33,23,48,41,90,16,50,53,26,32,17,30,27,21,1,34,30,41,20,55,28,24,59,26,33,11,16,46,42,59,50,33,6,5,36,34,2,32,20,48,29,27,18,43,0,19,37,21,21,19,35,34,0,1,31,22,1,27,5,40,19,26,47,32,25,45,50,35,28,39,36,30,48,4,49,7,53,73,35,8,37,34,36,31,27,35,26,41,32,27,27,42,42,38,27,9,47,27,27,53,4
30,15,11,34,11,22,12,19,0,16,21,3,23,23,15,18,9,16,0,4,6,10,13,10,9,21,2,52,23,17,2,21,18,10,14,8,10,31,9,25,22,20,18,15,42,13,7,17,22,19,21,38,32,14,23,8,16,6,29,27,26,15,15,0,25,21,4,0,27,17,1,4,14,12,1,39,26,14,1,13,4,9,43,32,27,27,4,26,0,7,23,19,34,14,6,33,13,7,22,15,7,33,11,29,34,18,21,18,3,17,12,16,10,27,11,8,24,24,0,8,0,33,6,24,0,9,12,14,16,13,15,31,28,32,12,16,14,13,26,10,1,22,41,11,13,14,26,19,11,0,4,9,29,23,13,11,23,5,14,19,18,16,21,23,57,7,21,19,26,8,12,10,19,8,0,21,18,29,12,24,12,12,24,23,15,4,14,14,22,31,21,19,4,6,16,26,2,14,10,24,17,18,9,16,0,12,25,11,14,4,13,18,0,0,14,12,1,12,5,18,15,13,15,18,23,25,19,22,12,21,16,17,26,3,26,6,35,30,15,3,23,19,17,9,11,17,24,28,10,18,11,25,33,12,13,4,40,8,15,15,2
